,variable,1-JS Divergence,1-NMSE,site,seed,algorithm
2109,DKEFS_ColorWordInterference_Inhibition_RawScore,1.299628182849233e-10,-0.0116854531183279,CNSR 1,6,Average
2110,DKEFS_ColorWordInterference_Switching_RawScore,0.0227312520271695,-0.0047496375074438,CNSR 1,6,Average
2111,WASI_Vocabulary_RawScore,9.815170898264114e-11,-0.014726098656681,CNSR 1,6,Average
2112,VF_MCCB_SemnaticVerbalFluency_RawRelative,1.1154899226539783e-10,-1.9874184028013235,CNSR 1,6,Average
2113,WASI_Similarities_RawScore,7.551048675225047e-11,-0.0137167499400059,CNSR 1,6,Average
2114,WMS_TotalRecall_RawScore,8.759426517457314e-11,-0.0437090430322106,CNSR 1,6,Average
2115,WAIS3_DigitSpanForward_RawScore,4.0427883263305375e-11,-0.0186583796210466,CNSR 1,6,Average
2116,WAIS3_BACS_SymbolCoding_RawRelative,1.5034606892783129e-10,-0.0027217366422565,CNSR 1,6,Average
2117,WASI_BlockDesign_RawScore,0.033726013656927,-0.0057409605740081,CNSR 1,6,Average
2118,VerbalFluency_Phonemic_RawScore,1.225637369373089e-10,-0.0023790569040014,CNSR 1,6,Average
2119,WMS_FreeRecall_RawScore,0.0255673675183135,-0.0037982299543879,CNSR 1,6,Average
2120,WMS_ImmediateStoryRecall_B_RawScore,0.0738405486210947,-0.0449276325059815,CNSR 1,6,Average
2121,GroovedPegs_Dominant_RawScore,1.0974754438564104e-10,-0.0379276762007552,CNSR 1,6,Average
2122,WMS_ImmediateThematicRecall_A_RawScore,4.170841449990803e-11,-0.0051570877383697,CNSR 1,6,Average
2123,WMS_ImmediateThematicRecall_B_RawScore,4.4089953910031454e-11,-0.0105261588365483,CNSR 1,6,Average
2124,VerbalFluency_Letters,1.2445744435041206e-10,-0.0040309499609774,CNSR 1,6,Average
2125,Rey_BVMT_LongTerm_RawScore,1.2950485128726538e-10,-0.2914876561279451,CNSR 1,6,Average
2126,WCTS_FailureToMaintain_RawScore,4.778399897986674e-11,-0.0074896106460529,CNSR 1,6,Average
2127,CaliforniaVLT_FreeRecall_RawScore,3.2605251831796516e-11,-0.0028557819032952,CNSR 1,6,Average
2128,DigitSymbolCoding,0.0238162823352363,-0.0053177166323481,CNSR 1,6,Average
2129,WMS_ImmediateStoryRecall_A_RawScore,6.511324812663588e-11,-0.0267037973825137,CNSR 1,6,Average
2130,WCTS_PerservativeResponses_RawScore,1.0937883931916303e-10,-0.0084487901007397,CNSR 1,6,Average
2131,ReyOCF_Copy_RawScore,5.3336668415227e-11,-0.0030260743434276,CNSR 1,6,Average
2132,WAIS3_DigitSpanBackwards_RawScore,4.202782566409269e-11,-0.0023949666718476,CNSR 1,6,Average
2133,WCTS_PerservativeError_RawScore,0.1052615125611963,-0.0071337716125232,CNSR 1,6,Average
2134,WASI_MatrixReasoning_RawScore,7.15273396068028e-11,-0.0277382363384308,CNSR 1,6,Average
2135,WAIS3_MCCB_LetterNumberSeeq_RawScore,5.799938307404773e-11,-0.9541581729193358,CNSR 1,6,Average
2136,WCTS_NumberCategories_RawScore,5.119660251295954e-11,-0.0081165390000992,CNSR 1,6,Average
2137,WAIS3_DigitSpan_RawScore,6.505251892718887e-11,-0.0134602840479962,CNSR 1,6,Average
2138,GroovedPegs_NDominant_RawScore,0.0623632727452663,-0.0493109458948353,CNSR 2,6,Average
2139,CVLT_HVLT_Total_RecognitionHits_RawRelative,3.534539327887387e-11,-0.0698566182871771,CNSR 2,6,Average
2140,CVLT_HVLT_Total_Delayedrecall_RawRelative,4.1073588974427366e-11,-0.0124829909422101,CNSR 2,6,Average
2141,DKEFS_ColorWordInterference_Inhibition_RawScore,0.0128861591689927,-0.0086931460244723,CNSR 2,6,Average
2142,DKEFS_ColorWordInterference_Switching_RawScore,0.0610762523521469,-0.0043359158163795,CNSR 2,6,Average
2143,WASI_Vocabulary_RawScore,7.947531521779183e-11,-0.0088556426834003,CNSR 2,6,Average
2144,VF_MCCB_SemnaticVerbalFluency_RawRelative,8.081590952002671e-11,-1.9470160284590343,CNSR 2,6,Average
2145,WASI_Similarities_RawScore,8.29434299021159e-11,-0.021690747012649,CNSR 2,6,Average
2146,WMS_TotalRecall_RawScore,8.290224062790229e-11,-0.0297246843548004,CNSR 2,6,Average
2147,UPSAB_Total_RawScore,1.0239986636406684e-10,-0.0045998140100877,CNSR 2,6,Average
2148,WAIS3_DigitSpanForward_RawScore,3.8672176572163146e-11,-0.0110254956120965,CNSR 2,6,Average
2149,WAIS3_BACS_SymbolCoding_RawRelative,0.064860814192419,-0.0026124094970447,CNSR 2,6,Average
2150,WASI_BlockDesign_RawScore,1.3994205794176648e-10,-0.0080408137264822,CNSR 2,6,Average
2151,MCCB_Mazes_RawScore,5.7959859134371066e-11,-0.0027452712066073,CNSR 2,6,Average
2152,WMS_ImmediateStoryRecall_B_RawScore,5.875522290921252e-11,-0.0264259341630737,CNSR 2,6,Average
2153,GroovedPegs_Dominant_RawScore,0.020849758173154,-0.0402714523567149,CNSR 2,6,Average
2154,WMS_ImmediateThematicRecall_A_RawScore,4.285494181743843e-11,-0.0118012632842539,CNSR 2,6,Average
2155,WMS_ImmediateThematicRecall_B_RawScore,4.305622525180297e-11,-0.0101379288015419,CNSR 2,6,Average
2156,Rey_BVMT_LongTerm_RawScore,6.762845838892417e-11,-0.1797442305780767,CNSR 2,6,Average
2157,Trailmaking_test_part_A,0.0033303613524173,-0.0031090285776174,CNSR 2,6,Average
2158,WMS_ImmediateStoryRecall_A_RawScore,6.149714071312927e-11,-0.0202571542208238,CNSR 2,6,Average
2159,HVLT_Total_RawScore,5.740585784508312e-11,-0.0025311752225942,CNSR 2,6,Average
2160,WAIS3_DigitSpanBackwards_RawScore,4.0123349087650695e-11,-0.00179898585922,CNSR 2,6,Average
2161,WASI_MatrixReasoning_RawScore,6.151579245994299e-11,-0.0202879686441563,CNSR 2,6,Average
2162,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0368791985247316,-0.3223172655908557,CNSR 2,6,Average
2163,WAIS3_DigitSpan_RawScore,6.121003703896122e-11,-0.0074912642202706,CNSR 2,6,Average
2164,GroovedPegs_NDominant_RawScore,0.0679949679622071,-0.04985299334691,CNSR 1,7,Average
2165,CVLT_HVLT_Total_RecognitionHits_RawRelative,4.360389826985056e-11,-0.0424145796266963,CNSR 1,7,Average
2166,CaliforniaVLT_Total_RawScore,1.1497847118846494e-10,-0.005212405363751,CNSR 1,7,Average
2167,CVLT_HVLT_Total_Delayedrecall_RawRelative,5.606404229752116e-11,-0.0176206663236366,CNSR 1,7,Average
2168,DKEFS_ColorWordInterference_Inhibition_RawScore,1.299628182849233e-10,-0.0116854531183279,CNSR 1,7,Average
2169,DKEFS_ColorWordInterference_Switching_RawScore,0.0227312520271695,-0.0047496375074438,CNSR 1,7,Average
2170,WASI_Vocabulary_RawScore,9.815170898264114e-11,-0.014726098656681,CNSR 1,7,Average
2171,VF_MCCB_SemnaticVerbalFluency_RawRelative,1.1154899226539783e-10,-1.9874184028013235,CNSR 1,7,Average
2172,WASI_Similarities_RawScore,7.551048675225047e-11,-0.0137167499400059,CNSR 1,7,Average
2173,WMS_TotalRecall_RawScore,8.759426517457314e-11,-0.0437090430322106,CNSR 1,7,Average
2174,WAIS3_DigitSpanForward_RawScore,4.0427883263305375e-11,-0.0186583796210466,CNSR 1,7,Average
2175,WAIS3_BACS_SymbolCoding_RawRelative,1.5034606892783129e-10,-0.0027217366422565,CNSR 1,7,Average
2176,WASI_BlockDesign_RawScore,0.033726013656927,-0.0057409605740081,CNSR 1,7,Average
2177,VerbalFluency_Phonemic_RawScore,1.225637369373089e-10,-0.0023790569040014,CNSR 1,7,Average
2178,WMS_FreeRecall_RawScore,0.0255673675183135,-0.0037982299543879,CNSR 1,7,Average
2179,WMS_ImmediateStoryRecall_B_RawScore,0.0738405486210947,-0.0449276325059815,CNSR 1,7,Average
2180,GroovedPegs_Dominant_RawScore,1.0974754438564104e-10,-0.0379276762007552,CNSR 1,7,Average
2181,WMS_ImmediateThematicRecall_A_RawScore,4.170841449990803e-11,-0.0051570877383697,CNSR 1,7,Average
2182,WMS_ImmediateThematicRecall_B_RawScore,4.4089953910031454e-11,-0.0105261588365483,CNSR 1,7,Average
2183,VerbalFluency_Letters,1.2445744435041206e-10,-0.0040309499609774,CNSR 1,7,Average
2184,Rey_BVMT_LongTerm_RawScore,1.2950485128726538e-10,-0.2914876561279451,CNSR 1,7,Average
2185,WCTS_FailureToMaintain_RawScore,4.778399897986674e-11,-0.0074896106460529,CNSR 1,7,Average
2186,CaliforniaVLT_FreeRecall_RawScore,3.2605251831796516e-11,-0.0028557819032952,CNSR 1,7,Average
2187,DigitSymbolCoding,0.0238162823352363,-0.0053177166323481,CNSR 1,7,Average
2188,WMS_ImmediateStoryRecall_A_RawScore,6.511324812663588e-11,-0.0267037973825137,CNSR 1,7,Average
2189,WCTS_PerservativeResponses_RawScore,1.0937883931916303e-10,-0.0084487901007397,CNSR 1,7,Average
2190,ReyOCF_Copy_RawScore,5.3336668415227e-11,-0.0030260743434276,CNSR 1,7,Average
2191,WAIS3_DigitSpanBackwards_RawScore,4.202782566409269e-11,-0.0023949666718476,CNSR 1,7,Average
2192,WCTS_PerservativeError_RawScore,0.1052615125611963,-0.0071337716125232,CNSR 1,7,Average
2193,WASI_MatrixReasoning_RawScore,7.15273396068028e-11,-0.0277382363384308,CNSR 1,7,Average
2194,WAIS3_MCCB_LetterNumberSeeq_RawScore,5.799938307404773e-11,-0.9541581729193358,CNSR 1,7,Average
2195,WCTS_NumberCategories_RawScore,5.119660251295954e-11,-0.0081165390000992,CNSR 1,7,Average
2196,WAIS3_DigitSpan_RawScore,6.505251892718887e-11,-0.0134602840479962,CNSR 1,7,Average
2197,GroovedPegs_NDominant_RawScore,0.0623632727452663,-0.0493109458948353,CNSR 2,7,Average
2198,CVLT_HVLT_Total_RecognitionHits_RawRelative,3.534539327887387e-11,-0.0698566182871771,CNSR 2,7,Average
2199,CVLT_HVLT_Total_Delayedrecall_RawRelative,4.1073588974427366e-11,-0.0124829909422101,CNSR 2,7,Average
2200,DKEFS_ColorWordInterference_Inhibition_RawScore,0.0128861591689927,-0.0086931460244723,CNSR 2,7,Average
2201,DKEFS_ColorWordInterference_Switching_RawScore,0.0610762523521469,-0.0043359158163795,CNSR 2,7,Average
2202,WASI_Vocabulary_RawScore,7.947531521779183e-11,-0.0088556426834003,CNSR 2,7,Average
2203,VF_MCCB_SemnaticVerbalFluency_RawRelative,8.081590952002671e-11,-1.9470160284590343,CNSR 2,7,Average
2204,WASI_Similarities_RawScore,8.29434299021159e-11,-0.021690747012649,CNSR 2,7,Average
2205,WMS_TotalRecall_RawScore,8.290224062790229e-11,-0.0297246843548004,CNSR 2,7,Average
2206,UPSAB_Total_RawScore,1.0239986636406684e-10,-0.0045998140100877,CNSR 2,7,Average
2207,WAIS3_DigitSpanForward_RawScore,3.8672176572163146e-11,-0.0110254956120965,CNSR 2,7,Average
2208,WAIS3_BACS_SymbolCoding_RawRelative,0.064860814192419,-0.0026124094970447,CNSR 2,7,Average
2209,WASI_BlockDesign_RawScore,1.3994205794176648e-10,-0.0080408137264822,CNSR 2,7,Average
2210,MCCB_Mazes_RawScore,5.7959859134371066e-11,-0.0027452712066073,CNSR 2,7,Average
2211,WMS_ImmediateStoryRecall_B_RawScore,5.875522290921252e-11,-0.0264259341630737,CNSR 2,7,Average
2212,GroovedPegs_Dominant_RawScore,0.020849758173154,-0.0402714523567149,CNSR 2,7,Average
2213,WMS_ImmediateThematicRecall_A_RawScore,4.285494181743843e-11,-0.0118012632842539,CNSR 2,7,Average
2214,WMS_ImmediateThematicRecall_B_RawScore,4.305622525180297e-11,-0.0101379288015419,CNSR 2,7,Average
2215,Rey_BVMT_LongTerm_RawScore,6.762845838892417e-11,-0.1797442305780767,CNSR 2,7,Average
2216,Trailmaking_test_part_A,0.0033303613524173,-0.0031090285776174,CNSR 2,7,Average
2217,WMS_ImmediateStoryRecall_A_RawScore,6.149714071312927e-11,-0.0202571542208238,CNSR 2,7,Average
2218,HVLT_Total_RawScore,5.740585784508312e-11,-0.0025311752225942,CNSR 2,7,Average
2219,WAIS3_DigitSpanBackwards_RawScore,4.0123349087650695e-11,-0.00179898585922,CNSR 2,7,Average
2220,WASI_MatrixReasoning_RawScore,6.151579245994299e-11,-0.0202879686441563,CNSR 2,7,Average
2221,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0368791985247316,-0.3223172655908557,CNSR 2,7,Average
2222,WAIS3_DigitSpan_RawScore,6.121003703896122e-11,-0.0074912642202706,CNSR 2,7,Average
2223,GroovedPegs_NDominant_RawScore,0.0679949679622071,-0.04985299334691,CNSR 1,8,Average
2224,CVLT_HVLT_Total_RecognitionHits_RawRelative,4.360389826985056e-11,-0.0424145796266963,CNSR 1,8,Average
2225,CaliforniaVLT_Total_RawScore,1.1497847118846494e-10,-0.005212405363751,CNSR 1,8,Average
2226,CVLT_HVLT_Total_Delayedrecall_RawRelative,5.606404229752116e-11,-0.0176206663236366,CNSR 1,8,Average
2227,DKEFS_ColorWordInterference_Inhibition_RawScore,1.299628182849233e-10,-0.0116854531183279,CNSR 1,8,Average
2228,DKEFS_ColorWordInterference_Switching_RawScore,0.0227312520271695,-0.0047496375074438,CNSR 1,8,Average
2229,WASI_Vocabulary_RawScore,9.815170898264114e-11,-0.014726098656681,CNSR 1,8,Average
2230,VF_MCCB_SemnaticVerbalFluency_RawRelative,1.1154899226539783e-10,-1.9874184028013235,CNSR 1,8,Average
2231,WASI_Similarities_RawScore,7.551048675225047e-11,-0.0137167499400059,CNSR 1,8,Average
2232,WMS_TotalRecall_RawScore,8.759426517457314e-11,-0.0437090430322106,CNSR 1,8,Average
2233,WAIS3_DigitSpanForward_RawScore,4.0427883263305375e-11,-0.0186583796210466,CNSR 1,8,Average
2234,WAIS3_BACS_SymbolCoding_RawRelative,1.5034606892783129e-10,-0.0027217366422565,CNSR 1,8,Average
2235,WASI_BlockDesign_RawScore,0.033726013656927,-0.0057409605740081,CNSR 1,8,Average
2236,VerbalFluency_Phonemic_RawScore,1.225637369373089e-10,-0.0023790569040014,CNSR 1,8,Average
2237,WMS_FreeRecall_RawScore,0.0255673675183135,-0.0037982299543879,CNSR 1,8,Average
2238,WMS_ImmediateStoryRecall_B_RawScore,0.0738405486210947,-0.0449276325059815,CNSR 1,8,Average
2239,GroovedPegs_Dominant_RawScore,1.0974754438564104e-10,-0.0379276762007552,CNSR 1,8,Average
2240,WMS_ImmediateThematicRecall_A_RawScore,4.170841449990803e-11,-0.0051570877383697,CNSR 1,8,Average
2241,WMS_ImmediateThematicRecall_B_RawScore,4.4089953910031454e-11,-0.0105261588365483,CNSR 1,8,Average
2242,VerbalFluency_Letters,1.2445744435041206e-10,-0.0040309499609774,CNSR 1,8,Average
2243,Rey_BVMT_LongTerm_RawScore,1.2950485128726538e-10,-0.2914876561279451,CNSR 1,8,Average
2244,WCTS_FailureToMaintain_RawScore,4.778399897986674e-11,-0.0074896106460529,CNSR 1,8,Average
2245,CaliforniaVLT_FreeRecall_RawScore,3.2605251831796516e-11,-0.0028557819032952,CNSR 1,8,Average
2246,DigitSymbolCoding,0.0238162823352363,-0.0053177166323481,CNSR 1,8,Average
2247,WMS_ImmediateStoryRecall_A_RawScore,6.511324812663588e-11,-0.0267037973825137,CNSR 1,8,Average
2248,WCTS_PerservativeResponses_RawScore,1.0937883931916303e-10,-0.0084487901007397,CNSR 1,8,Average
2249,ReyOCF_Copy_RawScore,5.3336668415227e-11,-0.0030260743434276,CNSR 1,8,Average
2250,WAIS3_DigitSpanBackwards_RawScore,4.202782566409269e-11,-0.0023949666718476,CNSR 1,8,Average
2251,WCTS_PerservativeError_RawScore,0.1052615125611963,-0.0071337716125232,CNSR 1,8,Average
2252,WASI_MatrixReasoning_RawScore,7.15273396068028e-11,-0.0277382363384308,CNSR 1,8,Average
2253,WAIS3_MCCB_LetterNumberSeeq_RawScore,5.799938307404773e-11,-0.9541581729193358,CNSR 1,8,Average
2254,WCTS_NumberCategories_RawScore,5.119660251295954e-11,-0.0081165390000992,CNSR 1,8,Average
2255,WAIS3_DigitSpan_RawScore,6.505251892718887e-11,-0.0134602840479962,CNSR 1,8,Average
2256,GroovedPegs_NDominant_RawScore,0.0623632727452663,-0.0493109458948353,CNSR 2,8,Average
2257,CVLT_HVLT_Total_RecognitionHits_RawRelative,3.534539327887387e-11,-0.0698566182871771,CNSR 2,8,Average
2258,CVLT_HVLT_Total_Delayedrecall_RawRelative,4.1073588974427366e-11,-0.0124829909422101,CNSR 2,8,Average
2259,DKEFS_ColorWordInterference_Inhibition_RawScore,0.0128861591689927,-0.0086931460244723,CNSR 2,8,Average
2260,DKEFS_ColorWordInterference_Switching_RawScore,0.0610762523521469,-0.0043359158163795,CNSR 2,8,Average
2261,WASI_Vocabulary_RawScore,7.947531521779183e-11,-0.0088556426834003,CNSR 2,8,Average
2262,VF_MCCB_SemnaticVerbalFluency_RawRelative,8.081590952002671e-11,-1.9470160284590343,CNSR 2,8,Average
2263,WASI_Similarities_RawScore,8.29434299021159e-11,-0.021690747012649,CNSR 2,8,Average
2264,WMS_TotalRecall_RawScore,8.290224062790229e-11,-0.0297246843548004,CNSR 2,8,Average
2265,UPSAB_Total_RawScore,1.0239986636406684e-10,-0.0045998140100877,CNSR 2,8,Average
2266,WAIS3_DigitSpanForward_RawScore,3.8672176572163146e-11,-0.0110254956120965,CNSR 2,8,Average
2267,WAIS3_BACS_SymbolCoding_RawRelative,0.064860814192419,-0.0026124094970447,CNSR 2,8,Average
2268,WASI_BlockDesign_RawScore,1.3994205794176648e-10,-0.0080408137264822,CNSR 2,8,Average
2269,MCCB_Mazes_RawScore,5.7959859134371066e-11,-0.0027452712066073,CNSR 2,8,Average
2270,WMS_ImmediateStoryRecall_B_RawScore,5.875522290921252e-11,-0.0264259341630737,CNSR 2,8,Average
2271,GroovedPegs_Dominant_RawScore,0.020849758173154,-0.0402714523567149,CNSR 2,8,Average
2272,WMS_ImmediateThematicRecall_A_RawScore,4.285494181743843e-11,-0.0118012632842539,CNSR 2,8,Average
2273,WMS_ImmediateThematicRecall_B_RawScore,4.305622525180297e-11,-0.0101379288015419,CNSR 2,8,Average
2274,Rey_BVMT_LongTerm_RawScore,6.762845838892417e-11,-0.1797442305780767,CNSR 2,8,Average
2275,Trailmaking_test_part_A,0.0033303613524173,-0.0031090285776174,CNSR 2,8,Average
2276,WMS_ImmediateStoryRecall_A_RawScore,6.149714071312927e-11,-0.0202571542208238,CNSR 2,8,Average
2277,HVLT_Total_RawScore,5.740585784508312e-11,-0.0025311752225942,CNSR 2,8,Average
2278,WAIS3_DigitSpanBackwards_RawScore,4.0123349087650695e-11,-0.00179898585922,CNSR 2,8,Average
2279,WASI_MatrixReasoning_RawScore,6.151579245994299e-11,-0.0202879686441563,CNSR 2,8,Average
2280,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0368791985247316,-0.3223172655908557,CNSR 2,8,Average
2281,WAIS3_DigitSpan_RawScore,6.121003703896122e-11,-0.0074912642202706,CNSR 2,8,Average
2282,GroovedPegs_NDominant_RawScore,0.0679949679622071,-0.04985299334691,CNSR 1,9,Average
2283,CVLT_HVLT_Total_RecognitionHits_RawRelative,4.360389826985056e-11,-0.0424145796266963,CNSR 1,9,Average
2284,CaliforniaVLT_Total_RawScore,1.1497847118846494e-10,-0.005212405363751,CNSR 1,9,Average
2285,CVLT_HVLT_Total_Delayedrecall_RawRelative,5.606404229752116e-11,-0.0176206663236366,CNSR 1,9,Average
2286,DKEFS_ColorWordInterference_Inhibition_RawScore,1.299628182849233e-10,-0.0116854531183279,CNSR 1,9,Average
2287,DKEFS_ColorWordInterference_Switching_RawScore,0.0227312520271695,-0.0047496375074438,CNSR 1,9,Average
2288,WASI_Vocabulary_RawScore,9.815170898264114e-11,-0.014726098656681,CNSR 1,9,Average
2289,VF_MCCB_SemnaticVerbalFluency_RawRelative,1.1154899226539783e-10,-1.9874184028013235,CNSR 1,9,Average
2290,WASI_Similarities_RawScore,7.551048675225047e-11,-0.0137167499400059,CNSR 1,9,Average
2291,WMS_TotalRecall_RawScore,8.759426517457314e-11,-0.0437090430322106,CNSR 1,9,Average
2292,WAIS3_DigitSpanForward_RawScore,4.0427883263305375e-11,-0.0186583796210466,CNSR 1,9,Average
2293,WAIS3_BACS_SymbolCoding_RawRelative,1.5034606892783129e-10,-0.0027217366422565,CNSR 1,9,Average
2294,WASI_BlockDesign_RawScore,0.033726013656927,-0.0057409605740081,CNSR 1,9,Average
2295,VerbalFluency_Phonemic_RawScore,1.225637369373089e-10,-0.0023790569040014,CNSR 1,9,Average
2296,WMS_FreeRecall_RawScore,0.0255673675183135,-0.0037982299543879,CNSR 1,9,Average
2297,WMS_ImmediateStoryRecall_B_RawScore,0.0738405486210947,-0.0449276325059815,CNSR 1,9,Average
2298,GroovedPegs_Dominant_RawScore,1.0974754438564104e-10,-0.0379276762007552,CNSR 1,9,Average
2299,WMS_ImmediateThematicRecall_A_RawScore,4.170841449990803e-11,-0.0051570877383697,CNSR 1,9,Average
2300,WMS_ImmediateThematicRecall_B_RawScore,4.4089953910031454e-11,-0.0105261588365483,CNSR 1,9,Average
2301,VerbalFluency_Letters,1.2445744435041206e-10,-0.0040309499609774,CNSR 1,9,Average
2302,Rey_BVMT_LongTerm_RawScore,1.2950485128726538e-10,-0.2914876561279451,CNSR 1,9,Average
2303,WCTS_FailureToMaintain_RawScore,4.778399897986674e-11,-0.0074896106460529,CNSR 1,9,Average
2304,CaliforniaVLT_FreeRecall_RawScore,3.2605251831796516e-11,-0.0028557819032952,CNSR 1,9,Average
2305,DigitSymbolCoding,0.0238162823352363,-0.0053177166323481,CNSR 1,9,Average
2306,WMS_ImmediateStoryRecall_A_RawScore,6.511324812663588e-11,-0.0267037973825137,CNSR 1,9,Average
2307,WCTS_PerservativeResponses_RawScore,1.0937883931916303e-10,-0.0084487901007397,CNSR 1,9,Average
2308,ReyOCF_Copy_RawScore,5.3336668415227e-11,-0.0030260743434276,CNSR 1,9,Average
2309,WAIS3_DigitSpanBackwards_RawScore,4.202782566409269e-11,-0.0023949666718476,CNSR 1,9,Average
2310,WCTS_PerservativeError_RawScore,0.1052615125611963,-0.0071337716125232,CNSR 1,9,Average
2311,WASI_MatrixReasoning_RawScore,7.15273396068028e-11,-0.0277382363384308,CNSR 1,9,Average
2312,WAIS3_MCCB_LetterNumberSeeq_RawScore,5.799938307404773e-11,-0.9541581729193358,CNSR 1,9,Average
2313,WCTS_NumberCategories_RawScore,5.119660251295954e-11,-0.0081165390000992,CNSR 1,9,Average
2314,WAIS3_DigitSpan_RawScore,6.505251892718887e-11,-0.0134602840479962,CNSR 1,9,Average
2315,GroovedPegs_NDominant_RawScore,0.0623632727452663,-0.0493109458948353,CNSR 2,9,Average
2316,CVLT_HVLT_Total_RecognitionHits_RawRelative,3.534539327887387e-11,-0.0698566182871771,CNSR 2,9,Average
2317,CVLT_HVLT_Total_Delayedrecall_RawRelative,4.1073588974427366e-11,-0.0124829909422101,CNSR 2,9,Average
2318,DKEFS_ColorWordInterference_Inhibition_RawScore,0.0128861591689927,-0.0086931460244723,CNSR 2,9,Average
2319,DKEFS_ColorWordInterference_Switching_RawScore,0.0610762523521469,-0.0043359158163795,CNSR 2,9,Average
2320,WASI_Vocabulary_RawScore,7.947531521779183e-11,-0.0088556426834003,CNSR 2,9,Average
2321,VF_MCCB_SemnaticVerbalFluency_RawRelative,8.081590952002671e-11,-1.9470160284590343,CNSR 2,9,Average
2322,WASI_Similarities_RawScore,8.29434299021159e-11,-0.021690747012649,CNSR 2,9,Average
2323,WMS_TotalRecall_RawScore,8.290224062790229e-11,-0.0297246843548004,CNSR 2,9,Average
2324,UPSAB_Total_RawScore,1.0239986636406684e-10,-0.0045998140100877,CNSR 2,9,Average
2325,WAIS3_DigitSpanForward_RawScore,3.8672176572163146e-11,-0.0110254956120965,CNSR 2,9,Average
2326,WAIS3_BACS_SymbolCoding_RawRelative,0.064860814192419,-0.0026124094970447,CNSR 2,9,Average
2327,WASI_BlockDesign_RawScore,1.3994205794176648e-10,-0.0080408137264822,CNSR 2,9,Average
2328,MCCB_Mazes_RawScore,5.7959859134371066e-11,-0.0027452712066073,CNSR 2,9,Average
2329,WMS_ImmediateStoryRecall_B_RawScore,5.875522290921252e-11,-0.0264259341630737,CNSR 2,9,Average
2330,GroovedPegs_Dominant_RawScore,0.020849758173154,-0.0402714523567149,CNSR 2,9,Average
2331,WMS_ImmediateThematicRecall_A_RawScore,4.285494181743843e-11,-0.0118012632842539,CNSR 2,9,Average
2332,WMS_ImmediateThematicRecall_B_RawScore,4.305622525180297e-11,-0.0101379288015419,CNSR 2,9,Average
2333,Rey_BVMT_LongTerm_RawScore,6.762845838892417e-11,-0.1797442305780767,CNSR 2,9,Average
2334,Trailmaking_test_part_A,0.0033303613524173,-0.0031090285776174,CNSR 2,9,Average
2335,WMS_ImmediateStoryRecall_A_RawScore,6.149714071312927e-11,-0.0202571542208238,CNSR 2,9,Average
2336,HVLT_Total_RawScore,5.740585784508312e-11,-0.0025311752225942,CNSR 2,9,Average
2337,WAIS3_DigitSpanBackwards_RawScore,4.0123349087650695e-11,-0.00179898585922,CNSR 2,9,Average
2338,WASI_MatrixReasoning_RawScore,6.151579245994299e-11,-0.0202879686441563,CNSR 2,9,Average
2339,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0368791985247316,-0.3223172655908557,CNSR 2,9,Average
2340,WAIS3_DigitSpan_RawScore,6.121003703896122e-11,-0.0074912642202706,CNSR 2,9,Average
2341,GroovedPegs_NDominant_RawScore,0.0679949679622071,-0.04985299334691,CNSR 1,10,Average
2342,CVLT_HVLT_Total_RecognitionHits_RawRelative,4.360389826985056e-11,-0.0424145796266963,CNSR 1,10,Average
2343,CaliforniaVLT_Total_RawScore,1.1497847118846494e-10,-0.005212405363751,CNSR 1,10,Average
2344,CVLT_HVLT_Total_Delayedrecall_RawRelative,5.606404229752116e-11,-0.0176206663236366,CNSR 1,10,Average
2345,DKEFS_ColorWordInterference_Inhibition_RawScore,1.299628182849233e-10,-0.0116854531183279,CNSR 1,10,Average
2346,DKEFS_ColorWordInterference_Switching_RawScore,0.0227312520271695,-0.0047496375074438,CNSR 1,10,Average
2347,WASI_Vocabulary_RawScore,9.815170898264114e-11,-0.014726098656681,CNSR 1,10,Average
2348,VF_MCCB_SemnaticVerbalFluency_RawRelative,1.1154899226539783e-10,-1.9874184028013235,CNSR 1,10,Average
2349,WASI_Similarities_RawScore,7.551048675225047e-11,-0.0137167499400059,CNSR 1,10,Average
2350,WMS_TotalRecall_RawScore,8.759426517457314e-11,-0.0437090430322106,CNSR 1,10,Average
2351,WAIS3_DigitSpanForward_RawScore,4.0427883263305375e-11,-0.0186583796210466,CNSR 1,10,Average
2352,WAIS3_BACS_SymbolCoding_RawRelative,1.5034606892783129e-10,-0.0027217366422565,CNSR 1,10,Average
2353,WASI_BlockDesign_RawScore,0.033726013656927,-0.0057409605740081,CNSR 1,10,Average
2354,VerbalFluency_Phonemic_RawScore,1.225637369373089e-10,-0.0023790569040014,CNSR 1,10,Average
2355,WMS_FreeRecall_RawScore,0.0255673675183135,-0.0037982299543879,CNSR 1,10,Average
2356,WMS_ImmediateStoryRecall_B_RawScore,0.0738405486210947,-0.0449276325059815,CNSR 1,10,Average
2357,GroovedPegs_Dominant_RawScore,1.0974754438564104e-10,-0.0379276762007552,CNSR 1,10,Average
2358,WMS_ImmediateThematicRecall_A_RawScore,4.170841449990803e-11,-0.0051570877383697,CNSR 1,10,Average
